Ticker Symbol,Date,Revenue,Revenue Growth,Cost of Revenue,Gross Profit,R&D Expenses,SG&A Expenses,Operating Expenses,Operating Income,Interest Expense,Earnings before Tax,Income Tax Expense,Net Income,EPS Diluted,Weighted Average Shs Out,Divident Per Share,Gross Margin,Consolidated Income,Net Profit Margin
UTX,2017-12-31,59837000000.0,0.045297323737,31027000000.0,28810000000.0,2387000000.0,6183000000.0,8570000000.0,8672000000.0,909000000.0,7763000000.0,2843000000.0,4552000000.0,5.7,790000000.0,2.59541984733,0.481474672861,4552000000.0,0.0760733325534
UTX,2016-12-31,57244000000.0,0.0204285357767,30325000000.0,26919000000.0,2337000000.0,6060000000.0,8397000000.0,8172000000.0,1039000000.0,7133000000.0,1697000000.0,5055000000.0,6.12,818200000.0,2.50453940201,0.470250157222,5055000000.0,0.0883061980295
UTX,2015-12-31,56098000000.0,-0.138279569892,29771000000.0,26327000000.0,2279000000.0,5886000000.0,7552000000.0,7291000000.0,0.0,6467000000.0,2111000000.0,7608000000.0,8.61,872700000.0,2.47282608696,0.469303718493,7608000000.0,0.135619808193
V,2019-09-30,22977000000.0,0.114901256732,0.0,0.0,721000000.0,1196000000.0,5212000000.0,15001000000.0,0.0,14884000000.0,2804000000.0,12080000000.0,5.32,1742000000.0,0.998679577465,0.0,12080000000.0,0.525743134439
V,2018-09-30,20609000000.0,0.122616842793,0.0,0.0,686000000.0,1145000000.0,4691000000.0,12954000000.0,0.0,12806000000.0,2505000000.0,10301000000.0,4.42,1792000000.0,0.823529411765,0.0,10301000000.0,0.499830171284
V,2017-09-30,18358000000.0,0.217212571277,0.0,0.0,620000000.0,1060000000.0,4047000000.0,12144000000.0,0.0,8035000000.0,4995000000.0,6699000000.0,2.8,1845000000.0,0.659290187891,0.0,6699000000.0,0.364909031485
V,2016-09-30,15082000000.0,0.0865994236311,0.0,0.0,538000000.0,796000000.0,3464000000.0,7883000000.0,0.0,5607000000.0,2021000000.0,5991000000.0,2.48,1906000000.0,0.559237779619,0.0,5991000000.0,0.397228484286
VZ,2018-12-31,1.30863e+11,0.0383150578415,23323000000.0,1.0754e+11,0.0,31083000000.0,31083000000.0,22278000000.0,4833000000.0,19623000000.0,3584000000.0,15528000000.0,3.76,4128000000.0,2.36495643756,0.821775444549,15528000000.0,0.118658444327
VZ,2017-12-31,1.26034e+11,0.000428639466582,22147000000.0,1.03887e+11,0.0,30110000000.0,30110000000.0,27414000000.0,4733000000.0,20594000000.0,-9956000000.0,30101000000.0,7.36,4084000000.0,2.31645879188,0.824277575892,30101000000.0,0.238832378565
VZ,2016-12-31,1.2598e+11,-0.0428506306033,22238000000.0,1.03742e+11,0.0,31569000000.0,31569000000.0,27059000000.0,4376000000.0,20986000000.0,7378000000.0,13127000000.0,3.21,4080000000.0,2.26676456192,0.823479917447,13127000000.0,0.104199079219
VZ,2015-12-31,1.3162e+11,0.0357336774762,23119000000.0,1.08501e+11,0.0,29986000000.0,29986000000.0,33060000000.0,4920000000.0,28240000000.0,9865000000.0,17879000000.0,4.37,4085000000.0,2.08600048864,0.824350402674,17879000000.0,0.135838018538
WBA,2019-08-31,1.36866e+11,0.040513315645,1.0679e+11,30076000000.0,0.0,25242000000.0,25242000000.0,4998000000.0,704000000.0,4527000000.0,588000000.0,3982000000.0,4.31,921500000.0,1.77910124526,0.219747782503,3982000000.0,0.029094150483
WBA,2018-08-31,1.31537e+11,0.112702387196,1.00745e+11,30792000000.0,0.0,24569000000.0,24569000000.0,6414000000.0,616000000.0,5975000000.0,998000000.0,5024000000.0,5.05,991000000.0,1.74773869347,0.234093829113,5024000000.0,0.038194576431
WBA,2017-08-31,1.18214e+11,0.007354006357,89052000000.0,29162000000.0,0.0,23740000000.0,23740000000.0,5557000000.0,693000000.0,4853000000.0,760000000.0,4078000000.0,3.78,1073500000.0,1.59758924432,0.246688209518,4078000000.0,0.034496760113
WBA,2016-08-31,1.17351e+11,0.134439890182,87477000000.0,29874000000.0,0.0,23910000000.0,23910000000.0,6001000000.0,596000000.0,5144000000.0,997000000.0,4173000000.0,3.82,1083100000.0,1.43249931262,0.25456962446,4173000000.0,0.0355599867065
WMT,2020-01-31,5.23964e+11,0.0185826343057,3.94605e+11,1.29359e+11,0.0,1.08791e+11,1.08791e+11,20568000000.0,0.0,20116000000.0,4915000000.0,14881000000.0,5.19,2850000000.0,2.10878661088,0.246885282195,14881000000.0,0.0284008061623
WMT,2019-01-31,5.14405e+11,0.028104720162,3.85301e+11,1.29104e+11,0.0,1.07147e+11,1.07147e+11,21957000000.0,0.0,11460000000.0,4281000000.0,6670000000.0,2.26,2929000000.0,2.07198641766,0.250977342755,6670000000.0,0.0129664369514
WMT,2018-01-31,5.00343e+11,0.0297814449455,3.73396e+11,1.26947e+11,0.0,1.0651e+11,1.0651e+11,20437000000.0,0.0,15123000000.0,4600000000.0,9862000000.0,3.28,2995000000.0,2.03455149502,0.253719948116,9862000000.0,0.0197104786117
WMT,2017-01-31,4.85873e+11,0.00776346628503,3.61256e+11,1.24617e+11,0.0,1.01853e+11,1.01853e+11,22764000000.0,0.0,20497000000.0,6204000000.0,13643000000.0,4.38,3101000000.0,1.99742930591,0.256480602956,13643000000.0,0.0280793540699
XOM,2019-12-31,2.64938e+11,-0.0870880597632,0.0,0.0,1269000000.0,11398000000.0,50728000000.0,20056000000.0,830000000.0,20056000000.0,5282000000.0,14340000000.0,3.36,4270000000.0,3.43138173302,0.0,14340000000.0,0.0541258709585
XOM,2018-12-31,2.90212e+11,0.187626604682,0.0,0.0,1466000000.0,11480000000.0,50913000000.0,30953000000.0,766000000.0,30953000000.0,9532000000.0,20840000000.0,4.88,4270000000.0,3.23138173302,0.0,20840000000.0,0.071809573691
XOM,2017-12-31,2.44363e+11,0.0808026749936,0.0,0.0,1790000000.0,10956000000.0,46874000000.0,18674000000.0,601000000.0,18674000000.0,-1174000000.0,19710000000.0,4.63,4256000000.0,3.0547462406,0.0,19710000000.0,0.0806586921915
XOM,2016-12-31,2.26094e+11,-0.159133002581,0.0,0.0,1467000000.0,10799000000.0,44193000000.0,7969000000.0,453000000.0,7969000000.0,-406000000.0,7840000000.0,1.88,4177000000.0,2.98132631075,0.0,7840000000.0,0.0346758427911
